mass_npea,size_npear,malign_ratio,damage_size,exposed_area,std_dev_malign,err_malign,malign_penalty,damage_ratio,tumor_size
24434.7,8921.63,0.36512,233.87599999999998,3396256.8419999997,401.657,11040.41,214,24.8966,6.237
10739.0,2632.71,0.24515,130.855,1493910.989,168.605,4684.09,173,28.943,0.636
7797.89,2951.81,0.37853000000000003,81.1074,1112909.0704,128.27700000000002,3315.78,32,37.4756,3.123
6096.14,1992.48,0.32684,60.2172,856553.2579,80.6913,2681.92,41,40.1801,2.532
5607.34,2011.85,0.35878000000000004,51.0758,785931.2796,80.4749,2451.79,19,43.976000000000006,1.922
6323.83,1590.25,0.25146,60.9114,877995.7222,79.9479,3192.33,35,39.2999,14.370999999999999
7128.59,2311.49,0.32425,77.6465,964545.1863,118.59700000000001,3051.99,83,38.8028,1.5590000000000002
9378.69,2181.91,0.23264,109.73700000000001,1298831.6242,135.85399999999998,4231.07,56,34.0908,1.645
7772.43,2169.9,0.27917,72.18,1096327.6762,105.368,4091.46,16,34.967,4.658
6527.86,1371.08,0.21003000000000002,56.4557,906130.1175,81.1115,2809.59,20,40.6646,1.376
12032.8,5263.98,0.43746,86.5846,1673309.0019,186.713,4164.74,21,34.6312,18.664
7969.72,2768.96,0.34743,74.775,1083604.2139,111.18700000000001,3110.45,19,38.5213,7.332999999999999
5872.16,1304.93,0.22221999999999997,53.5147,811496.8231,70.3888,2677.67,36,40.7369,7.416
12134.2,3285.37,0.27075,160.92,1683630.8679,196.168,4770.36,69,28.6456,3.523
14954.7,3784.13,0.25303000000000003,199.36700000000002,2064157.9329,253.821,5046.9,149,25.7647,3.012
6804.77,1916.99,0.28171,56.0653,930773.8248,84.2472,2719.18,23,40.4255,10.579
9951.7,3725.66,0.37437,100.18700000000001,1308864.4949,156.707,3353.29,74,38.3949,15.555
13318.4,4863.78,0.36519,205.977,1732932.4725,167.576,4831.96,91,28.3002,4.5760000000000005
9326.77,2718.82,0.2915,94.4541,1315175.0559,138.385,3875.61,23,35.027,3.0610000000000004
19518.4,8105.4,0.41526,194.88299999999998,2628664.762,295.42400000000004,5240.6,161,27.2916,18.119
5642.49,1426.39,0.25279,43.2,778770.0311,73.9745,2695.55,65,39.3208,7.082000000000001
13776.2,5350.36,0.38837,127.21,1976463.0526,201.101,5187.07,164,26.8068,19.910999999999998
5003.37,1660.02,0.33178,45.8316,699790.1572,69.0844,2114.45,28,42.3915,1.775
15945.6,5379.55,0.33736,180.854,2186149.7307,253.236,5327.98,105,25.3302,6.45
13634.6,3592.63,0.26349,182.34400000000002,1871091.0159,214.52,4581.84,171,29.0844,1.6980000000000002
5048.64,1055.8,0.20911999999999997,44.8562,705603.3264,61.3095,2769.92,13,42.1575,2.181
4927.66,1250.66,0.2538,45.5543,684848.4649,57.3266,1882.2,11,43.7519,2.194
5465.3,1497.6,0.27401,55.4209,748486.6523,75.4969,2580.46,48,39.6805,12.727
8593.81,2261.12,0.26311,85.9737,1176502.5744,137.778,3284.01,7,36.5158,1.473
17895.9,5888.09,0.32900999999999997,188.50099999999998,2551164.6221,271.96,5556.63,91,23.0164,4.994
14152.2,4321.62,0.30535999999999996,161.088,1936597.6631,216.685,5226.93,11,30.8677,16.215999999999998
6162.54,1184.69,0.19224000000000002,66.1194,823878.816,86.2671,3290.8,32,37.6628,4.612
13771.4,4474.69,0.32492,139.908,1940256.9689,170.42700000000002,4697.72,110,29.2381,19.238
8113.5,1771.15,0.21829,101.205,1118287.2712,127.539,3644.38,19,32.9836,2.112
6641.78,2285.99,0.34418000000000004,62.3746,900156.598,102.069,3616.95,37,37.3906,4.083
14426.8,2612.41,0.18108,176.382,1998714.6179,227.953,4841.44,84,21.9697,2.8339999999999996
14032.4,4288.29,0.30559000000000003,189.766,1928750.85,200.00799999999998,4607.11,182,28.1922,2.477
6119.38,1491.44,0.24372,67.1201,845706.24,84.6932,3247.6,41,38.5551,12.203
5294.55,1151.03,0.21739,52.0272,757095.7522,67.7272,2861.51,58,40.2882,1.5759999999999998
17552.5,5684.76,0.32387,178.317,2482281.7552,234.203,5568.81,195,23.2412,18.902
3809.08,743.01,0.19505999999999998,35.3699,534828.5104,40.8515,1774.46,8,44.5218,3.083
7479.63,1774.61,0.23725,71.1684,1007345.8147,101.89200000000001,3408.69,84,36.827,2.404
17188.4,5307.65,0.30879,244.257,2393085.1711,310.89799999999997,4813.78,160,27.1047,6.457999999999999
9781.66,2780.14,0.28421,89.8147,1377222.8607,123.76700000000001,4625.65,51,33.334,1.886
6241.82,1670.34,0.2676,53.3826,886507.9908,82.1719,3232.09,52,40.3039,1.3
15015.2,5532.75,0.36846999999999996,190.666,2113180.3868,244.774,4752.41,169,28.5243,20.75
8410.03,2374.35,0.28231999999999996,72.6614,1168804.1956,103.16,3469.7,38,30.5847,8.439
10631.1,3719.14,0.34983000000000003,130.482,1454234.1666,184.572,3843.95,33,33.5683,2.8710000000000004
9283.88,2643.15,0.2847,76.6056,1252215.7894,128.446,4409.09,58,34.0357,20.028
4574.16,920.47,0.20123,41.1086,653922.3486,57.2596,2189.52,14,42.8335,0.0
15666.4,3406.93,0.21746,204.459,2164567.5955,238.74599999999998,5165.27,155,25.0937,2.142
6271.76,2344.44,0.3738,49.0708,871237.3828,107.161,2962.41,18,40.1469,11.674000000000001
17183.5,4703.49,0.27371999999999996,238.785,2349289.6959,265.685,4891.71,254,26.9476,4.19
4018.4,1270.1,0.31606999999999996,36.4853,547431.1575,49.6876,1420.13,16,44.2936,1.867
7865.16,2629.64,0.33434,53.7404,1093047.6996,115.93700000000001,3309.36,51,37.7245,18.612000000000002
15250.2,4799.36,0.3147,211.688,2116253.5305,253.378,5338.82,289,24.7064,1.571
5023.24,1936.99,0.3856,48.0889,711743.3002,79.7469,2446.88,47,41.9391,10.071
20025.3,6539.93,0.32658000000000004,252.753,2778148.1155,317.73900000000003,5456.05,90,23.1989,3.6010000000000004
9614.11,3422.78,0.35601,91.6847,1337168.1591,144.69,3571.87,29,37.6853,2.937
7173.55,2675.99,0.37303000000000003,79.3598,962760.9967,104.67200000000001,3307.98,65,36.9123,2.36
8565.15,3197.54,0.37331,85.4814,1207083.8695,134.19,3576.05,47,36.9043,3.978
6653.3,1827.32,0.27464,53.4037,874389.9496,83.9578,2956.02,55,38.6541,14.937000000000001
19317.0,6449.2,0.33386,255.72799999999998,2675577.3697,329.657,5425.33,86,22.8087,4.268
4564.86,1212.39,0.26559,33.356,631775.3949,55.456,1947.98,14,42.7325,12.207
8265.5,1709.05,0.20676,82.1817,1158002.8284,97.6061,3959.57,43,35.1478,2.3890000000000002
8329.56,3370.16,0.4046,77.4513,1142492.5051,124.20299999999999,3203.27,19,37.2674,10.520999999999999
15994.2,6281.46,0.39273,186.58599999999998,2207628.6494,268.786,5481.38,219,26.5275,5.944
6209.64,2342.25,0.37719,48.7193,873861.4889,99.5809,3200.09,73,36.0755,13.895
9421.92,2576.94,0.2735,102.863,1272492.2021,127.79700000000001,3589.9,18,37.3505,11.09
7327.67,1622.22,0.22138000000000002,65.2979,1026622.6822,95.191,3170.46,38,37.941,12.005999999999998
8212.95,1835.84,0.22351999999999997,100.37100000000001,1118714.38,118.736,3431.89,10,35.7936,1.187
7740.18,1471.11,0.19005999999999998,76.3969,1083253.2399,98.5171,3775.0,11,34.3215,1.896
8336.41,2306.88,0.27671999999999997,90.117,1159023.7701,111.85,4038.04,42,35.4523,3.653
19579.7,6027.63,0.30785,250.666,2649126.6709,294.867,5014.11,261,27.2194,6.86
11014.3,3574.04,0.32449,124.426,1468093.5317,172.054,4080.62,49,33.5906,1.77
5424.38,2330.68,0.42966000000000004,33.6286,764554.9007,79.1638,2230.33,54,43.2815,8.66
3768.17,1377.22,0.36548,25.9052,520051.3747,45.8234,1429.21,4,45.1928,5.595
9888.68,2396.14,0.24231,86.8876,1386783.8791,120.985,4782.26,31,32.6483,5.542999999999999
7283.19,2242.9,0.30795,61.5071,983363.2301,102.17,3476.61,87,37.9205,11.276
6723.29,1837.39,0.27328,63.6112,890481.9292,94.8006,3304.91,47,36.7062,9.298
5688.54,1999.65,0.35152,50.5134,810568.1527,73.003,2358.97,25,41.8974,3.6889999999999996
6867.75,2435.7,0.35465,80.72399999999999,944288.2491,97.7424,3246.89,59,38.6267,1.429
7921.18,2081.8,0.26281,59.9086,1105128.9188,101.62100000000001,3137.58,56,38.7057,15.082
4573.97,1049.85,0.22951999999999997,30.7999,636668.431,50.7085,2001.77,50,44.4361,6.909
8630.52,2458.32,0.28484,95.4877,1187139.7786,151.265,3225.39,10,36.7779,1.72
17429.5,5536.58,0.31765,182.49200000000002,2432029.7801,230.66099999999997,6306.04,124,25.406,18.079
7699.78,2086.19,0.27094,76.8742,1049979.8134,100.984,2977.14,69,36.2078,15.241
8545.65,2676.69,0.31322,88.7298,1213816.5581,126.689,3847.12,4,35.3733,2.395
7485.82,1649.94,0.2204,68.3757,1021933.2457,98.0155,3458.4,23,36.1289,3.799
5060.49,1722.76,0.34043,40.9637,683840.3878,70.4859,1618.74,24,42.9082,12.722000000000001
13942.0,4074.0,0.29220999999999997,173.422,1982904.3912,198.75099999999998,4737.9,63,28.5884,3.052
11846.3,2127.44,0.17958,150.441,1670812.4968,155.299,4642.93,152,29.5747,2.049
19612.9,5211.42,0.26571,231.04,2723810.3049,264.002,5672.97,93,22.9231,2.807
7150.44,2513.06,0.35145,64.2483,1024339.8023,80.9278,2441.86,76,40.022,3.5639999999999996
15446.9,4098.13,0.2653,222.363,2160214.7791,270.14799999999997,5651.65,111,21.5892,2.6710000000000003
13676.4,4322.07,0.31601999999999997,168.39,1888529.5026,211.467,5214.07,198,27.3306,1.375
8158.41,2244.96,0.27516999999999997,86.7318,1109724.8167,117.525,3254.21,85,38.5612,1.6540000000000001
6432.91,1603.36,0.24924000000000002,51.4258,855794.7272,71.3429,3070.71,40,38.6155,5.75
6050.45,1437.38,0.23756,68.9769,846116.4313,82.4664,2772.34,83,39.9035,9.339
6305.25,1044.67,0.16568,54.8766,842594.4997,79.5651,3081.34,36,39.8451,5.48
6764.64,2333.06,0.34489000000000003,75.7917,923091.0661,99.0271,3232.31,51,38.4443,1.5090000000000001
18050.4,5595.17,0.30996999999999997,188.028,2527353.0413,225.262,5486.49,129,25.6374,19.111
14737.3,4159.32,0.28223000000000004,178.08,2074218.3225,236.78099999999998,4585.41,29,29.5685,2.476
13885.4,3666.32,0.26404,189.75799999999998,1886485.3591,220.515,4624.34,175,29.076,1.849
8358.56,2755.36,0.32964,70.8682,1182521.1088,106.719,4349.64,11,32.6957,8.612
6605.52,3426.49,0.51873,66.7685,928878.5413,121.204,2291.23,66,40.6259,16.935
20424.5,6487.25,0.31761999999999996,253.481,2841863.6862,328.08,5637.09,82,21.7505,4.695
11840.1,3506.19,0.29612,122.625,1653075.1294,140.02200000000002,4830.85,49,33.3042,18.56
7174.22,1765.22,0.24605,69.5541,1003242.2862,100.705,3142.11,63,38.9263,10.294
12802.3,4435.6,0.34646,164.86900000000003,1710684.4892,249.49900000000002,4752.1,187,28.8579,20.502
24036.1,5941.54,0.24719000000000002,306.587,3305836.7095,416.54400000000004,6288.14,144,19.7865,0.9490000000000001
10092.7,2942.11,0.2915,117.544,1407955.8822,161.322,4225.54,71,33.57,3.556
5799.45,1059.63,0.18270999999999998,53.7008,821072.4815,58.7665,2934.53,16,39.9247,5.34
8294.31,2320.57,0.27976999999999996,58.8863,1137356.842,114.725,3882.77,37,36.5385,11.501
10677.3,3473.91,0.32535,93.8791,1518653.9339,151.115,4831.28,98,33.4861,4.243
9255.61,2926.94,0.31623,76.8346,1264832.5006,123.855,3819.7,97,33.9679,16.391
8698.94,1816.85,0.20885,80.7603,1238999.8052,102.178,3937.28,15,34.9635,0.982
8057.81,2643.85,0.32811,89.3821,1143278.5213,115.245,3181.29,26,37.806,1.692
18681.3,6108.64,0.32699,254.523,2568173.9288,292.078,5325.03,266,26.3298,3.6239999999999997
6440.62,2587.29,0.40171,63.2167,938487.4291,93.9861,3054.45,33,38.7028,12.727
6745.45,2096.23,0.31076,65.1025,950363.8759,79.0201,3867.35,44,39.1794,12.619000000000002
9507.44,3762.15,0.3957,88.7331,1345951.8467,139.64700000000002,3527.23,32,34.6822,14.923
8476.91,2942.03,0.34706,83.5218,1204568.6993,124.213,3972.19,35,35.6111,7.539
11800.0,3191.41,0.27045,130.882,1622273.7948,160.078,4531.87,84,31.33,2.497
7656.42,1474.81,0.19262,62.534,1096059.3388,80.7063,3230.11,32,39.2457,14.595
9143.17,2490.4,0.27237,96.292,1249495.8537,104.00200000000001,4072.93,14,34.263000000000005,9.957
8767.81,2320.41,0.26465,125.01700000000001,1177388.2783,178.49099999999999,4187.69,98,31.5403,18.199
7696.62,2514.87,0.32674000000000003,76.2897,1044398.8197,113.117,2951.25,15,39.2599,13.472000000000001
10504.3,3596.13,0.34234000000000003,97.18,1438462.4888,119.507,6972.22,12,35.1392,20.116
14817.7,3612.7,0.2438,179.61,2076444.2017,204.30599999999998,3985.65,142,32.5938,1.489
6990.85,2291.64,0.3278,65.0122,946714.3693,98.4675,3099.66,20,40.1714,1.4780000000000002
6849.34,2255.8,0.32934,79.6875,923840.0507,112.646,3197.78,70,37.6357,16.789
6241.27,1458.26,0.23364000000000001,50.3331,885828.8288,70.6321,3247.59,56,39.3176,1.629
5926.47,1528.03,0.25783,50.8272,838907.6254,74.3898,3253.07,59,38.5494,1.5290000000000001
13433.5,3582.67,0.26669,190.609,1824926.6086,208.382,4591.66,178,29.182,1.831
5385.85,2401.59,0.4459,48.4879,740236.7609,96.5331,2321.47,79,41.3098,14.487
6391.35,2582.49,0.40406,51.6741,892296.7273,99.8751,2769.14,65,40.1742,13.237
8167.66,2476.37,0.30319,89.8514,1160255.2563,112.09100000000001,3927.96,26,35.2576,1.571
5053.44,1880.95,0.37221,50.9303,695815.7137,89.9535,2307.51,79,42.1362,13.515999999999998
6181.56,2287.21,0.37,51.2151,822887.1846,101.4,2860.35,61,40.1837,14.788
9542.29,2385.81,0.25001999999999996,107.84200000000001,1360560.4917,142.61,3897.07,43,33.5118,2.2769999999999997
16186.3,3986.04,0.24625999999999998,227.019,2273988.5207,261.744,5502.37,93,22.5793,2.895
14338.5,4186.3,0.29196,161.983,2063445.9773,230.78599999999997,4715.79,52,28.5402,3.593
6171.25,1273.52,0.20636,67.9931,876193.7886,70.9983,3101.64,16,39.13,1.755
9152.97,4035.82,0.44093000000000004,105.73299999999999,1281460.2826,172.88,4335.36,75,33.8608,13.875
5837.27,2413.22,0.41341000000000006,53.6939,810542.3624,96.0025,2508.14,58,40.6652,14.958
9969.31,3109.85,0.31194,123.98100000000001,1364168.0012,167.81799999999998,3991.09,22,32.4245,3.324
10028.7,3669.66,0.36591,88.24,1384333.9553,139.523,3675.53,100,35.3996,18.947
7708.32,2775.02,0.36,79.1392,1057535.6276,117.859,3370.44,20,37.2617,15.075999999999999
8396.52,1872.11,0.22296,76.7535,1185871.4429,110.678,3995.53,7,34.6094,0.0
15950.5,5447.75,0.34154,108.166,2301573.9551,209.71,5493.38,102,26.7048,17.983
7579.54,2024.65,0.26711999999999997,67.8839,1054411.3342,89.7121,3533.14,85,36.6638,10.362
9929.78,2401.2,0.24181,86.1951,1347615.5335,140.941,3756.73,28,35.3869,19.304000000000002
6597.88,2228.39,0.33774,68.3897,929143.3194,103.14200000000001,3118.56,72,38.415,14.735999999999999
4962.11,1669.52,0.33645,32.2093,708220.2159999999,59.0348,1273.75,40,44.8371,10.88
5087.53,1369.44,0.26916999999999996,54.7318,692888.2087,74.7607,2248.96,18,42.0084,3.091
15228.7,4663.7,0.30624,181.50799999999998,2100823.7829,264.142,5142.3,100,26.0417,6.751
8955.95,2978.55,0.33257,94.4093,1278960.3202,105.491,3674.53,22,36.2371,12.052
14446.8,3539.62,0.24500999999999998,195.49200000000002,2020939.3387,233.71400000000003,4945.05,147,26.851999999999997,2.8689999999999998
9200.84,2333.44,0.25361,75.5721,1282707.6592,105.477,3726.98,6,35.6016,10.970999999999998
12492.4,3734.06,0.2989,154.69799999999998,1734014.2247,221.046,4591.89,84,29.7887,4.169
7867.14,2581.0,0.32807,65.11399999999999,1070109.2213,111.755,3434.81,56,38.4726,14.243
6709.77,1720.06,0.25635,74.2753,915210.4647,87.8078,2944.46,106,37.7218,3.906
12663.2,4192.91,0.3311,106.73100000000001,1790323.82,165.815,4216.68,143,32.1429,19.892
5876.39,1503.85,0.25590999999999997,53.4293,762260.5028,95.2975,3583.25,15,40.0503,1.8230000000000002
7140.51,2811.78,0.39377,63.0718,1036900.3148,102.605,3232.14,29,38.7815,1.0070000000000001
8992.29,3448.08,0.38344,97.9145,1256943.9440000001,126.76899999999999,3366.34,68,36.0416,15.936
10074.6,2867.2,0.28459,103.135,1447976.6644,135.595,3663.6,136,35.6591,2.286
8076.69,2514.54,0.31133,50.6423,1123959.0093,116.698,3288.82,14,40.9082,15.686
8258.02,2446.46,0.29625,71.9518,1154042.0442,116.367,3694.18,28,34.2754,13.046
25449.1,9545.59,0.37508,250.40400000000002,3398616.7466,341.67699999999996,7144.69,119,19.7893,18.359
14146.0,5014.55,0.35448,157.511,1972018.8471,184.13299999999998,5462.31,50,27.581,4.534
8841.54,2601.77,0.29425999999999997,98.2252,1233209.6575,111.86399999999999,4136.04,119,34.0057,2.8560000000000003
8546.46,2514.96,0.29425999999999997,70.0793,1185131.3403,107.82700000000001,3700.29,40,37.8182,15.242
9044.88,2541.6,0.28099,96.9011,1266433.7332,112.179,3964.89,109,33.71,3.68
5172.23,1770.26,0.34226,40.3593,720037.4821,67.7208,2199.61,41,42.8785,7.066
7566.47,2521.07,0.33318000000000003,75.691,1050009.1879,99.6295,3796.56,34,36.0072,2.242
7826.31,3241.84,0.41422,87.0211,1108454.7359,124.917,3362.68,36,37.4481,3.7510000000000003
6253.69,925.75,0.14803,56.7718,887562.8514,73.6102,2548.22,44,41.1036,8.851
12445.0,4631.79,0.37218,101.42399999999999,1811792.542,179.324,4800.32,61,29.6672,3.5239999999999996
5412.32,2206.13,0.40761,34.6098,765771.6879,75.0075,2602.63,35,44.8896,3.574
7385.12,1847.48,0.25016,85.1323,1032902.5794,103.095,3858.98,23,35.9714,1.3219999999999998
18192.5,5416.43,0.29772,226.267,2497334.3305,304.769,5909.58,207,20.7605,3.2239999999999998
16764.0,6192.44,0.36938000000000004,185.43200000000002,2400064.9241,263.445,5012.9,59,28.299,7.01
7598.42,2576.49,0.33908,62.4925,1012366.4367,108.698,3501.17,68,36.7922,15.290999999999999
6733.34,2067.69,0.30708,57.0984,947115.8929999999,99.2482,3297.24,17,39.2535,13.46
9810.03,2981.53,0.30391999999999997,52.3216,1284551.5403,143.202,3778.36,38,33.8194,14.732000000000001
13388.5,3138.19,0.23439000000000002,161.752,1921767.1403,181.44799999999998,5259.7,71,28.0308,12.407
14396.3,3987.99,0.27701,149.711,2058409.9545,209.463,4755.38,35,28.537,3.0380000000000003
5044.41,2036.1,0.40363000000000004,35.0788,711534.7792,65.6392,2590.22,38,42.7841,2.004
19280.7,4954.66,0.25697,236.084,2712239.6163,284.371,5709.89,89,22.8924,1.5290000000000001
16616.2,3835.38,0.23081999999999997,218.18400000000003,2300387.3483,250.078,5770.47,219,46.5464,8.294
12124.5,3858.2,0.31821,149.961,1698292.0732,158.257,5123.47,37,27.6776,4.761
9782.79,3873.35,0.39593,84.6046,1350332.8115,152.423,4203.67,86,33.8144,14.398
8591.3,2528.81,0.29434,96.2245,1211437.8517,120.281,3574.33,97,36.7952,2.448
15779.8,4132.93,0.26191,220.50799999999998,2160761.7345,286.473,5242.88,234,25.8639,4.229
13117.6,3297.79,0.2514,161.613,1837837.6730000002,183.856,4612.13,54,29.9433,1.08
16147.7,5493.98,0.34023000000000003,215.514,2250893.3294,263.586,5373.31,286,24.6733,1.861
10899.7,3805.51,0.34913,134.06,1519824.5739,182.03799999999998,4286.69,55,32.3955,1.639
4831.86,1593.35,0.32975,44.7687,686424.2898,64.8222,1949.73,9,42.5883,5.331
24872.8,8294.53,0.33347,175.208,3518687.6758,385.32,12617.97,208,24.0163,8.446
14097.1,3255.79,0.23095,200.899,1971000.267,238.747,4938.18,139,26.3183,3.0
7938.97,3063.49,0.38588,36.4941,1074589.2003,129.984,3662.6,43,40.0848,20.61
7084.16,2511.77,0.35456,60.9565,990870.0255,107.26299999999999,3710.61,74,36.7043,1.386
5261.13,1347.79,0.25617,52.8544,672286.2403,78.0599,3069.11,51,39.2329,5.88
7727.98,1456.21,0.18843,68.2196,1088994.8496,100.61200000000001,3723.21,12,33.0077,1.775
9472.53,2244.6,0.23695,101.677,1321527.2096,134.816,4228.2,57,34.1433,1.7530000000000001
19900.5,8293.12,0.41672,191.64700000000002,2748808.6296,275.741,5267.21,185,26.1264,16.82
9221.18,3412.46,0.37006,118.829,1332492.6898,155.401,3828.25,73,35.0223,4.586
10998.1,3585.82,0.32603000000000004,129.151,1500021.8974,152.154,4905.12,78,29.3071,3.378
7889.03,2468.49,0.3129,95.0896,1127942.9039,114.51100000000001,3141.71,67,35.8389,17.195
10252.0,2253.9,0.21984,89.046,1429801.7534,124.116,4809.8,34,32.8308,4.496
23518.1,7223.62,0.30715,317.717,3267366.5588,367.835,6664.53,85,17.6912,3.285
7572.18,2897.56,0.38265,77.5993,1066761.0288,116.667,3295.77,47,37.5081,4.01
14517.0,3494.62,0.24072,174.918,2052693.1003,224.38299999999998,4553.46,27,29.4177,2.233
14472.5,4614.37,0.31883,150.493,1977815.7889,223.185,5349.84,10,46.5464,8.302
10630.3,3178.07,0.29896,126.92,1509892.5329,158.82,4699.31,59,31.1698,2.891
6358.09,1831.84,0.28811,58.6433,869064.2267,86.2499,3164.16,44,39.1248,10.47
8421.57,2946.99,0.34993,67.5711,1206202.7868,111.14200000000001,3148.62,69,39.0596,16.444000000000003
6872.06,2429.5,0.35353,37.7663,952704.4457,102.788,2972.79,22,39.7381,14.353
10886.0,2838.86,0.26078,100.611,1521582.4258,142.34799999999998,3708.01,121,35.1856,9.064
7312.12,2510.53,0.34333,81.1725,994360.6827,103.359,3750.1,34,36.1147,2.076
13036.5,4538.76,0.34815,162.388,1813020.6024,194.112,4829.64,94,28.6391,5.311
6209.83,2059.9,0.33171,59.6476,862426.5974,89.8761,2685.9,42,40.5673,2.211
13174.8,3385.15,0.25694,159.02100000000002,1861813.6530000002,215.203,4986.93,193,27.7233,2.085
6997.23,2297.65,0.32836,60.573,951615.5061,88.8067,3379.75,27,38.0916,5.675
10607.0,2738.29,0.25815,130.287,1460329.48,157.268,4824.33,71,29.5595,3.627
6431.34,1881.2,0.2925,66.1375,909485.3654,79.78699999999999,3554.77,35,38.2967,2.031
6193.09,1732.31,0.27971,55.7564,839428.2606,84.6699,2783.39,51,40.6418,14.107000000000001
6765.39,2028.17,0.29978,58.361999999999995,935321.7751,79.1675,3173.45,37,38.9717,4.338
9064.7,3428.55,0.37823,86.7554,1191666.8152,137.892,3687.29,71,35.5637,4.518
10618.5,2585.31,0.24347,119.708,1437075.6142,179.845,3937.99,66,32.8376,2.278
8163.91,2832.47,0.34695,76.646,1136371.982,96.2632,3969.51,39,35.0093,10.776
11491.2,4750.17,0.41336999999999996,132.40200000000002,1539859.7823,196.87,4606.09,185,29.8577,4.087
5786.64,2691.53,0.46512,54.1258,807674.6991,106.471,2368.62,55,40.9568,15.315999999999999
8890.1,2099.89,0.2362,85.7663,1259782.1096,103.573,4089.38,95,34.8057,1.656
4337.1,1488.89,0.34329,35.1353,617421.5304,56.7048,2041.54,10,42.6741,7.146
9157.85,1575.94,0.17207999999999998,80.0624,1309069.6481,111.006,3837.23,18,35.4415,3.242
12242.7,4023.35,0.32863000000000003,137.30100000000002,1708933.6187,170.396,5346.41,74,28.4437,8.738
8160.36,1919.85,0.23526,77.5208,1154725.8201,109.088,3292.71,8,36.7364,2.279
13929.4,4272.43,0.30672,209.477,1930620.7923,237.896,5309.94,286,24.1094,2.082
14489.8,5690.06,0.39269,188.382,1890957.5536,261.601,5168.25,64,28.3346,8.641
9473.86,3369.92,0.3557,74.295,1310038.4285,130.374,3904.29,99,35.0377,15.019
6509.29,2268.37,0.34848,55.1713,872220.6096,97.2492,2549.49,39,40.6656,14.54
9811.7,4088.77,0.41672,85.2202,1359582.0997,146.765,5394.62,49,35.887,18.119
21326.7,7245.68,0.33974,208.827,2975510.7483,365.474,5891.93,179,21.5265,18.86
8553.28,2428.53,0.28392,74.6138,1175263.7527,116.65,3642.33,43,35.4604,6.07
8070.05,2873.31,0.35604,99.2784,1135916.582,111.079,3707.21,28,37.294000000000004,9.738
9626.56,2299.34,0.23885,86.0977,1360820.1625,119.19,3923.65,154,31.2276,7.431
7080.45,2393.48,0.33804,65.0284,954629.6233,99.6249,3041.73,37,40.6286,2.167
9801.04,3770.64,0.38471,84.60700000000001,1393273.591,140.08700000000002,3799.68,48,34.4391,8.742
22439.2,6461.16,0.28794000000000003,299.856,3108188.1247,364.80199999999996,6123.01,97,18.5431,3.24
9755.12,2583.49,0.26483,100.26100000000001,1308135.3109,136.811,3771.42,17,35.7199,1.755
21013.8,6058.44,0.2883,291.959,2873248.3693,322.37,6616.15,287,18.5892,1.5330000000000001
9036.08,3473.8,0.38443,86.956,1254059.7802,124.95,4069.6,43,35.12,8.566
9657.63,1858.58,0.19244,101.973,1371701.06,132.31799999999998,4260.22,37,33.5849,0.922
11932.5,3058.22,0.25629,185.188,1617992.4411,195.044,4633.65,141,29.3975,3.08
5362.82,1256.89,0.23437,49.2846,759504.4314,74.4948,2961.69,59,40.0995,1.0490000000000002
7687.8,2178.71,0.28339000000000003,60.3861,1082019.7354,104.48,3500.31,52,36.5144,10.141
9912.22,2647.33,0.26707,105.476,1384380.2781,149.906,4130.8,166,33.018,1.682
9872.41,3379.75,0.34234000000000003,105.13,1370334.7006,129.624,3722.75,12,34.8664,2.548
8605.17,2999.64,0.34858,82.2862,1164899.9762,128.488,3848.09,65,34.9929,7.643
8310.54,2006.3,0.24140999999999999,68.4101,1200731.1001,97.3149,2740.81,68,39.8161,16.262999999999998
8956.86,3137.02,0.35023000000000004,69.6912,1233176.2193,138.609,4038.81,56,37.444,13.91
12088.8,4504.52,0.37261,99.9824,1700589.9579,190.62599999999998,4763.32,49,30.7785,16.838
5632.43,1382.8,0.2455,47.6401,778836.9889,72.0088,3135.47,52,39.622,2.6860000000000004
8994.45,4122.35,0.45832,64.3333,1249979.8105,132.107,2698.77,102,38.6913,16.922
10662.4,2799.04,0.26250999999999997,131.803,1503281.8684,152.09,4366.75,57,31.936999999999998,3.6319999999999997
6334.62,1259.03,0.19875,58.2219,856204.4832,85.1749,3354.28,64,38.5032,14.806
5841.68,1289.12,0.22066999999999998,59.2049,799628.6297,75.3315,2819.05,19,40.3495,1.227
10660.9,4350.45,0.40807,73.1291,1508864.6885,153.208,4404.96,89,33.9124,15.870999999999999
5910.77,1242.9,0.21026999999999998,53.8045,828587.3545,69.2249,3157.3,57,39.8401,5.315
16143.0,3966.41,0.2457,222.294,2277062.8734,271.573,5630.44,105,21.5418,2.7239999999999998
10445.4,3287.16,0.31469,117.93799999999999,1434448.0052,167.73,4196.67,81,33.0242,0.762
4595.43,909.46,0.1979,36.6481,633380.9812,43.8986,1982.21,63,43.6014,14.049000000000001
7922.3,2593.68,0.32738,93.9228,1118362.3112,112.14399999999999,4410.86,32,36.1693,1.5659999999999998
7132.94,2380.46,0.33371999999999996,65.1155,966171.8990000001,105.691,3262.53,47,38.7287,14.847999999999999
10968.5,3568.06,0.3253,104.15700000000001,1512204.2631,169.107,4689.0,14,33.9068,5.191
7088.06,2401.57,0.33881,76.8309,973757.9888,96.9412,3266.92,62,38.6352,1.429
